arm,bank_id,prompt,repeat,sensor_id,severity,spike_value,summary,fallback,attempts,latency_ms,input_tokens,output_tokens,replicated
llama3_2_3b__production,T14-typo50-v2,xplosion in Machine 4,0,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing extreme spike — possible bearing failure,False,1,9795.941591262817,1619,65,False
llama3_2_3b__production,T14-typo50-v2,xplosion in Machine 4,1,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing extreme spike — possible bearing failure,False,1,9795.941591262817,1619,65,True
llama3_2_3b__production,T14-typo50-v2,xplosion in Machine 4,2,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing extreme spike — possible bearing failure,False,1,9795.941591262817,1619,65,True
llama3_2_3b__production,T14-typo50-v3,explosiuon in Machine 4,0,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — possible motor failure,False,1,8794.469118118286,1620,59,False
llama3_2_3b__production,T14-typo50-v3,explosiuon in Machine 4,1,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — possible motor failure,False,1,8794.469118118286,1620,59,True
llama3_2_3b__production,T14-typo50-v3,explosiuon in Machine 4,2,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — possible motor failure,False,1,8794.469118118286,1620,59,True
llama3_2_3b__production,T15-typo25-v1,shaft olck on Machine 5,0,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — possible shaft lock on Machine 5,False,1,9351.744413375854,1620,63,False
llama3_2_3b__production,T15-typo25-v1,shaft olck on Machine 5,1,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — possible shaft lock on Machine 5,False,1,9351.744413375854,1620,63,True
llama3_2_3b__production,T15-typo25-v1,shaft olck on Machine 5,2,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — possible shaft lock on Machine 5,False,1,9351.744413375854,1620,63,True
llama3_2_3b__production,T15-typo25-v2,sahft lock on Machine 5,0,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing severe spike — possible shaft lock on Machine 5,False,1,9998.101472854614,1620,66,False
llama3_2_3b__production,T15-typo25-v2,sahft lock on Machine 5,1,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing severe spike — possible shaft lock on Machine 5,False,1,9998.101472854614,1620,66,True
llama3_2_3b__production,T15-typo25-v2,sahft lock on Machine 5,2,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing severe spike — possible shaft lock on Machine 5,False,1,9998.101472854614,1620,66,True
llama3_2_3b__production,T15-typo25-v3,shaft lck on Machine 5,0,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — possible shaft lock on Machine 5,False,1,10732.129096984863,1620,63,False
llama3_2_3b__production,T15-typo25-v3,shaft lck on Machine 5,1,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — possible shaft lock on Machine 5,False,1,10732.129096984863,1620,63,True
llama3_2_3b__production,T15-typo25-v3,shaft lck on Machine 5,2,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — possible shaft lock on Machine 5,False,1,10732.129096984863,1620,63,True
llama3_2_3b__production,T15-typo50-v1,shaft olck on Machine 5,0,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — possible shaft lock on Machine 5,False,1,10277.336120605469,1620,63,False
llama3_2_3b__production,T15-typo50-v1,shaft olck on Machine 5,1,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — possible shaft lock on Machine 5,False,1,10277.336120605469,1620,63,True
llama3_2_3b__production,T15-typo50-v1,shaft olck on Machine 5,2,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — possible shaft lock on Machine 5,False,1,10277.336120605469,1620,63,True
llama3_2_3b__production,T15-typo50-v2,xhaft lock on Machine 5,0,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — xhaft lock on Machine 5,False,1,9411.65280342102,1620,63,False
llama3_2_3b__production,T15-typo50-v2,xhaft lock on Machine 5,1,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — xhaft lock on Machine 5,False,1,9411.65280342102,1620,63,True
llama3_2_3b__production,T15-typo50-v2,xhaft lock on Machine 5,2,W0,HIGH,0.98,[llama3.2:3b] Motor RPM showing catastrophic spike — xhaft lock on Machine 5,False,1,9411.65280342102,1620,63,True
llama3_2_3b__production,T15-typo50-v3,shaft llck on Machine 5,0,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing catastrophic spike — possible shaft lock on Machine 5,False,1,10532.285928726196,1620,66,False
llama3_2_3b__production,T15-typo50-v3,shaft llck on Machine 5,1,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing catastrophic spike — possible shaft lock on Machine 5,False,1,10532.285928726196,1620,66,True
llama3_2_3b__production,T15-typo50-v3,shaft llck on Machine 5,2,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing catastrophic spike — possible shaft lock on Machine 5,False,1,10532.285928726196,1620,66,True
llama3_2_3b__production,T16-typo25-v1,bearing overhaet on metal press,0,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,11355.25393486023,1620,77,False
llama3_2_3b__production,T16-typo25-v1,bearing overhaet on metal press,1,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,11355.25393486023,1620,77,True
llama3_2_3b__production,T16-typo25-v1,bearing overhaet on metal press,2,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,11355.25393486023,1620,77,True
llama3_2_3b__production,T16-typo25-v2,bearing overheqt on metal press,0,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,11953.709602355957,1619,77,False
llama3_2_3b__production,T16-typo25-v2,bearing overheqt on metal press,1,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,11953.709602355957,1619,77,True
llama3_2_3b__production,T16-typo25-v2,bearing overheqt on metal press,2,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,11953.709602355957,1619,77,True
llama3_2_3b__production,T16-typo25-v3,baring overheat on metal press,0,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature Xs2 showing severe spike — possible bearing failure,False,1,11550.935506820679,1620,76,False
llama3_2_3b__production,T16-typo25-v3,baring overheat on metal press,1,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature Xs2 showing severe spike — possible bearing failure,False,1,11550.935506820679,1620,76,True
llama3_2_3b__production,T16-typo25-v3,baring overheat on metal press,2,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature Xs2 showing severe spike — possible bearing failure,False,1,11550.935506820679,1620,76,True
llama3_2_3b__production,T16-typo50-v1,bearing overheta on metla press,0,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,12296.968460083008,1621,77,False
llama3_2_3b__production,T16-typo50-v1,bearing overheta on metla press,1,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,12296.968460083008,1621,77,True
llama3_2_3b__production,T16-typo50-v1,bearing overheta on metla press,2,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,12296.968460083008,1621,77,True
llama3_2_3b__production,T16-typo50-v2,beraing overhest on metal press,0,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature Xs2 showing severe spike — possible metal press bearing failure.,False,1,12060.33205986023,1621,78,False
llama3_2_3b__production,T16-typo50-v2,beraing overhest on metal press,1,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature Xs2 showing severe spike — possible metal press bearing failure.,False,1,12060.33205986023,1621,78,True
llama3_2_3b__production,T16-typo50-v2,beraing overhest on metal press,2,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature Xs2 showing severe spike — possible metal press bearing failure.,False,1,12060.33205986023,1621,78,True
llama3_2_3b__production,T16-typo50-v3,bearing ovgerheat on mstal press,0,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,11691.265106201172,1621,77,False
llama3_2_3b__production,T16-typo50-v3,bearing ovgerheat on mstal press,1,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,11691.265106201172,1621,77,True
llama3_2_3b__production,T16-typo50-v3,bearing ovgerheat on mstal press,2,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,11691.265106201172,1621,77,True
llama3_2_3b__production,T17-typo25-v1,oil pressure surge on QC lnie,0,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue,False,1,9654.802083969116,1620,64,False
llama3_2_3b__production,T17-typo25-v1,oil pressure surge on QC lnie,1,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue,False,1,9654.802083969116,1620,64,True
llama3_2_3b__production,T17-typo25-v1,oil pressure surge on QC lnie,2,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue,False,1,9654.802083969116,1620,64,True
llama3_2_3b__production,T17-typo25-v2,oil pressure surge on QC lkine,0,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue,False,1,9823.802947998047,1620,64,False
llama3_2_3b__production,T17-typo25-v2,oil pressure surge on QC lkine,1,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue,False,1,9823.802947998047,1620,64,True
llama3_2_3b__production,T17-typo25-v2,oil pressure surge on QC lkine,2,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue,False,1,9823.802947998047,1620,64,True
llama3_2_3b__production,T17-typo25-v3,oil pressue surge on QC line,0,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue,False,1,9463.886260986328,1620,64,False
llama3_2_3b__production,T17-typo25-v3,oil pressue surge on QC line,1,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue,False,1,9463.886260986328,1620,64,True
llama3_2_3b__production,T17-typo25-v3,oil pressue surge on QC line,2,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue,False,1,9463.886260986328,1620,64,True
llama3_2_3b__production,T17-typo50-v1,oikl pressures surge on QC line,0,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue,False,1,11351.234674453735,1621,76,False
llama3_2_3b__production,T17-typo50-v1,oikl pressures surge on QC line,1,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue,False,1,11351.234674453735,1621,76,True
llama3_2_3b__production,T17-typo50-v1,oikl pressures surge on QC line,2,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue,False,1,11351.234674453735,1621,76,True
llama3_2_3b__production,T17-typo50-v3,oil pressure xurge on QC likne,0,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure surge on Xs4 — possible hydraulic issue,False,1,11243.873119354248,1621,75,False
llama3_2_3b__production,T17-typo50-v3,oil pressure xurge on QC likne,1,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure surge on Xs4 — possible hydraulic issue,False,1,11243.873119354248,1621,75,True
llama3_2_3b__production,T17-typo50-v3,oil pressure xurge on QC likne,2,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure surge on Xs4 — possible hydraulic issue,False,1,11243.873119354248,1621,75,True
llama3_2_3b__production,T18-typo25-v2,catastrophic failure on paint and caot,0,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — paint and coating system failure,False,1,10328.983306884766,1620,67,False
llama3_2_3b__production,T18-typo25-v2,catastrophic failure on paint and caot,1,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — paint and coating system failure,False,1,10328.983306884766,1620,67,True
llama3_2_3b__production,T18-typo25-v2,catastrophic failure on paint and caot,2,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — paint and coating system failure,False,1,10328.983306884766,1620,67,True
llama3_2_3b__production,T18-typo25-v3,catastrophic failure on paint and ocat,0,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — paint and oilcat system failure,False,1,10391.24870300293,1620,68,False
llama3_2_3b__production,T18-typo25-v3,catastrophic failure on paint and ocat,1,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — paint and oilcat system failure,False,1,10391.24870300293,1620,68,True
llama3_2_3b__production,T18-typo25-v3,catastrophic failure on paint and ocat,2,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — paint and oilcat system failure,False,1,10391.24870300293,1620,68,True
llama3_2_3b__production,T18-typo50-v2,catastrophic failure on poaint an oat,0,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — possible bearing destruction,False,1,9712.304830551147,1620,65,False
llama3_2_3b__production,T18-typo50-v2,catastrophic failure on poaint an oat,1,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — possible bearing destruction,False,1,9712.304830551147,1620,65,True
llama3_2_3b__production,T18-typo50-v2,catastrophic failure on poaint an oat,2,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — possible bearing destruction,False,1,9712.304830551147,1620,65,True
llama3_2_3b__production,T18-typo50-v3,actastrophic failure on piant andf coat,0,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — possible bearing overheat,False,1,11198.183298110962,1623,72,False
llama3_2_3b__production,T18-typo50-v3,actastrophic failure on piant andf coat,1,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — possible bearing overheat,False,1,11198.183298110962,1623,72,True
llama3_2_3b__production,T18-typo50-v3,actastrophic failure on piant andf coat,2,Xs2,HIGH,0.98,[llama3.2:3b] Bearing temperature sensor Xs2 showing catastrophic failure — possible bearing overheat,False,1,11198.183298110962,1623,72,True
gemma3_4b__production,T01-typo25-v1,mnior bearing wobble on Machine 1,0,Xs0,LOW,0.78,[gemma3:4b] Vibration sensor Xs0 detecting minor wobble on Machine 1.,False,1,16687.341451644897,1660,78,False
gemma3_4b__production,T01-typo25-v1,mnior bearing wobble on Machine 1,1,Xs0,LOW,0.78,[gemma3:4b] Vibration sensor Xs0 detecting minor wobble on Machine 1.,False,1,16687.341451644897,1660,78,True
gemma3_4b__production,T01-typo25-v1,mnior bearing wobble on Machine 1,2,Xs0,LOW,0.78,[gemma3:4b] Vibration sensor Xs0 detecting minor wobble on Machine 1.,False,1,16687.341451644897,1660,78,True
gemma3_4b__production,T01-typo25-v2,minor bearing woblbe on Machine 1,0,Xs2,LOW,0.68,[gemma3:4b] Bearing temperature sensor Xs2 showing minor wobble indicating potential friction.,False,1,16966.69602394104,1661,77,False
gemma3_4b__production,T01-typo25-v2,minor bearing woblbe on Machine 1,1,Xs2,LOW,0.68,[gemma3:4b] Bearing temperature sensor Xs2 showing minor wobble indicating potential friction.,False,1,16966.69602394104,1661,77,True
gemma3_4b__production,T01-typo25-v2,minor bearing woblbe on Machine 1,2,Xs2,LOW,0.68,[gemma3:4b] Bearing temperature sensor Xs2 showing minor wobble indicating potential friction.,False,1,16966.69602394104,1661,77,True
gemma3_4b__production,T01-typo25-v3,minor bearing wboble on Machine 1,0,Xs2,LOW,0.62,[gemma3:4b] Bearing temperature sensor Xs2 showing a minor wobble indicating potential friction.,False,1,16882.031440734863,1661,78,False
gemma3_4b__production,T01-typo25-v3,minor bearing wboble on Machine 1,1,Xs2,LOW,0.62,[gemma3:4b] Bearing temperature sensor Xs2 showing a minor wobble indicating potential friction.,False,1,16882.031440734863,1661,78,True
gemma3_4b__production,T01-typo25-v3,minor bearing wboble on Machine 1,2,Xs2,LOW,0.62,[gemma3:4b] Bearing temperature sensor Xs2 showing a minor wobble indicating potential friction.,False,1,16882.031440734863,1661,78,True
gemma3_4b__production,T01-typo50-v1,minr beraing wobble on Machine 1,0,Xs2,HIGH,0.78,[gemma3:4b] Bearing temperature sensor Xs2 indicating significant wobble on Machine 1 – potential bearing failure.,False,1,17183.08186531067,1662,82,False
gemma3_4b__production,T01-typo50-v1,minr beraing wobble on Machine 1,1,Xs2,HIGH,0.78,[gemma3:4b] Bearing temperature sensor Xs2 indicating significant wobble on Machine 1 – potential bearing failure.,False,1,17183.08186531067,1662,82,True
gemma3_4b__production,T01-typo50-v1,minr beraing wobble on Machine 1,2,Xs2,HIGH,0.78,[gemma3:4b] Bearing temperature sensor Xs2 indicating significant wobble on Machine 1 – potential bearing failure.,False,1,17183.08186531067,1662,82,True
gemma3_4b__production,T01-typo50-v2,mnor bewaring wobble on Machine 1,0,Xs0,LOW,0.78,[gemma3:4b] Vibration sensor Xs0 detecting minor bearing wobble on Machine 1.,False,1,16787.407398223877,1661,79,False
gemma3_4b__production,T01-typo50-v2,mnor bewaring wobble on Machine 1,1,Xs0,LOW,0.78,[gemma3:4b] Vibration sensor Xs0 detecting minor bearing wobble on Machine 1.,False,1,16787.407398223877,1661,79,True
gemma3_4b__production,T01-typo50-v2,mnor bewaring wobble on Machine 1,2,Xs0,LOW,0.78,[gemma3:4b] Vibration sensor Xs0 detecting minor bearing wobble on Machine 1.,False,1,16787.407398223877,1661,79,True
gemma3_4b__production,T01-typo50-v3,minor bearig wqobble on Machine 1,0,Xs2,LOW,0.62,[gemma3:4b] Bearing temperature sensor Xs2 showing a minor wobble.,False,1,16531.702518463135,1663,75,False
gemma3_4b__production,T01-typo50-v3,minor bearig wqobble on Machine 1,1,Xs2,LOW,0.62,[gemma3:4b] Bearing temperature sensor Xs2 showing a minor wobble.,False,1,16531.702518463135,1663,75,True
gemma3_4b__production,T01-typo50-v3,minor bearig wqobble on Machine 1,2,Xs2,LOW,0.62,[gemma3:4b] Bearing temperature sensor Xs2 showing a minor wobble.,False,1,16531.702518463135,1663,75,True
gemma3_4b__production,T02-typo25-v1,slight motor temp druft on Machine 2,0,Xs3,LOW,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing slight thermal drift.,False,1,16577.93164253235,1661,75,False
gemma3_4b__production,T02-typo25-v1,slight motor temp druft on Machine 2,1,Xs3,LOW,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing slight thermal drift.,False,1,16577.93164253235,1661,75,True
gemma3_4b__production,T02-typo25-v1,slight motor temp druft on Machine 2,2,Xs3,LOW,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing slight thermal drift.,False,1,16577.93164253235,1661,75,True
gemma3_4b__production,T02-typo25-v2,lsight motor temp drift on Machine 2,0,Xs3,MEDIUM,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slow drift – potential winding issue.,False,1,18917.322635650635,1661,99,False
gemma3_4b__production,T02-typo25-v2,lsight motor temp drift on Machine 2,1,Xs3,MEDIUM,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slow drift – potential winding issue.,False,1,18917.322635650635,1661,99,True
gemma3_4b__production,T02-typo25-v2,lsight motor temp drift on Machine 2,2,Xs3,MEDIUM,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slow drift – potential winding issue.,False,1,18917.322635650635,1661,99,True
gemma3_4b__production,T02-typo25-v3,slight motor temp rrift on Machine 2,0,Xs3,LOW,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slight thermal drift.,False,1,16689.34416770935,1661,76,False
gemma3_4b__production,T02-typo25-v3,slight motor temp rrift on Machine 2,1,Xs3,LOW,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slight thermal drift.,False,1,16689.34416770935,1661,76,True
gemma3_4b__production,T02-typo25-v3,slight motor temp rrift on Machine 2,2,Xs3,LOW,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slight thermal drift.,False,1,16689.34416770935,1661,76,True
gemma3_4b__production,T02-typo50-v1,slight motoe temp drifvt on Machine 2,0,Xs3,MEDIUM,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slight increase.,False,1,16643.08524131775,1663,75,False
gemma3_4b__production,T02-typo50-v1,slight motoe temp drifvt on Machine 2,1,Xs3,MEDIUM,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slight increase.,False,1,16643.08524131775,1663,75,True
gemma3_4b__production,T02-typo50-v1,slight motoe temp drifvt on Machine 2,2,Xs3,MEDIUM,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slight increase.,False,1,16643.08524131775,1663,75,True
gemma3_4b__production,T02-typo50-v2,slighf motolr temp drift on Machine 2,0,Xs3,MEDIUM,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slight thermal drift.,False,1,18591.4568901062,1664,96,False
gemma3_4b__production,T02-typo50-v2,slighf motolr temp drift on Machine 2,1,Xs3,MEDIUM,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slight thermal drift.,False,1,18591.4568901062,1664,96,True
gemma3_4b__production,T02-typo50-v2,slighf motolr temp drift on Machine 2,2,Xs3,MEDIUM,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slight thermal drift.,False,1,18591.4568901062,1664,96,True
gemma3_4b__production,T02-typo50-v3,slihgt motor temp dxrift on Machine 2,0,Xs3,MEDIUM,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slight thermal drift.,False,1,18980.359077453613,1663,96,False
gemma3_4b__production,T02-typo50-v3,slihgt motor temp dxrift on Machine 2,1,Xs3,MEDIUM,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slight thermal drift.,False,1,18980.359077453613,1663,96,True
gemma3_4b__production,T02-typo50-v3,slihgt motor temp dxrift on Machine 2,2,Xs3,MEDIUM,0.71,[gemma3:4b] Motor temperature sensor Xs3 showing a slight thermal drift.,False,1,18980.359077453613,1663,96,True
gemma3_4b__production,T03-typo25-v1,subtle pressuer creep on Machine 3,0,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing subtle pressure creep — potential for system degradation.,False,1,19301.7475605011,1660,100,False
gemma3_4b__production,T03-typo25-v1,subtle pressuer creep on Machine 3,1,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing subtle pressure creep — potential for system degradation.,False,1,19301.7475605011,1660,100,True
gemma3_4b__production,T03-typo25-v1,subtle pressuer creep on Machine 3,2,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing subtle pressure creep — potential for system degradation.,False,1,19301.7475605011,1660,100,True
gemma3_4b__production,T03-typo25-v2,subtpe pressure creep on Machine 3,0,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing subtle pressure creep — potential hydraulic system degradation.,False,1,19164.569854736328,1660,100,False
gemma3_4b__production,T03-typo25-v2,subtpe pressure creep on Machine 3,1,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing subtle pressure creep — potential hydraulic system degradation.,False,1,19164.569854736328,1660,100,True
gemma3_4b__production,T03-typo25-v2,subtpe pressure creep on Machine 3,2,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing subtle pressure creep — potential hydraulic system degradation.,False,1,19164.569854736328,1660,100,True
gemma3_4b__production,T03-typo25-v3,subtlpe pressure creep on Machine 3,0,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing a gradual increase — potential hydraulic system degradation.,False,1,16851.112604141235,1661,80,False
gemma3_4b__production,T03-typo25-v3,subtlpe pressure creep on Machine 3,1,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing a gradual increase — potential hydraulic system degradation.,False,1,16851.112604141235,1661,80,True
gemma3_4b__production,T03-typo25-v3,subtlpe pressure creep on Machine 3,2,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing a gradual increase — potential hydraulic system degradation.,False,1,16851.112604141235,1661,80,True
gemma3_4b__production,T03-typo50-v1,szubtle pressure creeo on Machine 3,0,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing a subtle pressure increase.,False,1,16895.0092792511,1662,76,False
gemma3_4b__production,T03-typo50-v1,szubtle pressure creeo on Machine 3,1,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing a subtle pressure increase.,False,1,16895.0092792511,1662,76,True
gemma3_4b__production,T03-typo50-v1,szubtle pressure creeo on Machine 3,2,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing a subtle pressure increase.,False,1,16895.0092792511,1662,76,True
gemma3_4b__production,T03-typo50-v2,subtle pressurw rceep on Machine 3,0,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing a subtle pressure creep — potential hydraulic system degradation.,False,1,18685.197830200195,1662,101,False
gemma3_4b__production,T03-typo50-v2,subtle pressurw rceep on Machine 3,1,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing a subtle pressure creep — potential hydraulic system degradation.,False,1,18685.197830200195,1662,101,True
gemma3_4b__production,T03-typo50-v2,subtle pressurw rceep on Machine 3,2,Xs4,MEDIUM,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing a subtle pressure creep — potential hydraulic system degradation.,False,1,18685.197830200195,1662,101,True
gemma3_4b__production,T03-typo50-v3,eubtle pressure cree on Machine 3,0,Xs4,LOW,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing subtle pressure creep — potential lubrication issue.,False,1,17062.253952026367,1661,79,False
gemma3_4b__production,T03-typo50-v3,eubtle pressure cree on Machine 3,1,Xs4,LOW,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing subtle pressure creep — potential lubrication issue.,False,1,17062.253952026367,1661,79,True
gemma3_4b__production,T03-typo50-v3,eubtle pressure cree on Machine 3,2,Xs4,LOW,0.71,[gemma3:4b] Oil pressure sensor Xs4 showing subtle pressure creep — potential lubrication issue.,False,1,17062.253952026367,1661,79,True
gemma3_4b__production,T04-typo25-v1,intermittent vibfation on Machine 4,0,Xs0,MEDIUM,0.68,[gemma3:4b] Vibration sensor Xs0 showing intermittent readings — potential imbalance or misalignment.,False,1,16974.200010299683,1660,79,False
gemma3_4b__production,T04-typo25-v1,intermittent vibfation on Machine 4,1,Xs0,MEDIUM,0.68,[gemma3:4b] Vibration sensor Xs0 showing intermittent readings — potential imbalance or misalignment.,False,1,16974.200010299683,1660,79,True
gemma3_4b__production,T04-typo25-v1,intermittent vibfation on Machine 4,2,Xs0,MEDIUM,0.68,[gemma3:4b] Vibration sensor Xs0 showing intermittent readings — potential imbalance or misalignment.,False,1,16974.200010299683,1660,79,True
