checkpoint,strategy,source,prompt,repeat,group,1,2,3,4,5,first_offline_hit,offline_hit1,offline_by3,offline_by_last,meets_target
pronostia,groq_llama3,turbofan,complete motor breakdown on Machine 2,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,complete motor breakdown on Machine 2,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,complete motor breakdown on Machine 2,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,coolant flow disruption on Machine 5,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,coolant flow disruption on Machine 5,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,coolant flow disruption on Machine 5,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,early sign of coolant flow drop on Machine 5,0,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama3,turbofan,early sign of coolant flow drop on Machine 5,1,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama3,turbofan,early sign of coolant flow drop on Machine 5,2,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama3,turbofan,explosion in Machine 4,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,explosion in Machine 4,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,explosion in Machine 4,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,intermittent vibration on Machine 4,0,LOW,ONLINE,ONLINE,ONLINE,DEGRADED,DEGRADED,,False,False,False,1.0
pronostia,groq_llama3,turbofan,intermittent vibration on Machine 4,1,LOW,ONLINE,ONLINE,DEGRADED,DEGRADED,DEGRADED,,False,False,False,1.0
pronostia,groq_llama3,turbofan,intermittent vibration on Machine 4,2,LOW,ONLINE,ONLINE,ONLINE,DEGRADED,DEGRADED,,False,False,False,1.0
pronostia,groq_llama3,turbofan,minor bearing wobble on Machine 1,0,LOW,ONLINE,ONLINE,ONLINE,DEGRADED,DEGRADED,,False,False,False,1.0
pronostia,groq_llama3,turbofan,minor bearing wobble on Machine 1,1,LOW,ONLINE,ONLINE,ONLINE,DEGRADED,DEGRADED,,False,False,False,1.0
pronostia,groq_llama3,turbofan,minor bearing wobble on Machine 1,2,LOW,ONLINE,ONLINE,ONLINE,DEGRADED,DEGRADED,,False,False,False,1.0
pronostia,groq_llama3,turbofan,motor temp anomaly on Machine 2,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,motor temp anomaly on Machine 2,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,motor temp anomaly on Machine 2,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,oil pressure rupture on Machine 3,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,oil pressure rupture on Machine 3,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,oil pressure rupture on Machine 3,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,oil pressure surge on Machine 3,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,oil pressure surge on Machine 3,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,oil pressure surge on Machine 3,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,oil pressure surge on QC line,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,oil pressure surge on QC line,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,oil pressure surge on QC line,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,shaft lock on Machine 5,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,shaft lock on Machine 5,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,shaft lock on Machine 5,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,slight motor temp drift on Machine 2,0,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama3,turbofan,slight motor temp drift on Machine 2,1,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama3,turbofan,slight motor temp drift on Machine 2,2,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama3,turbofan,subtle pressure creep on Machine 3,0,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama3,turbofan,subtle pressure creep on Machine 3,1,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama3,turbofan,subtle pressure creep on Machine 3,2,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama3,turbofan,vibration above normal on Machine 4,0,MEDIUM,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,vibration above normal on Machine 4,1,MEDIUM,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama3,turbofan,vibration above normal on Machine 4,2,MEDIUM,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,bearing overheat on metal press,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,bearing overheat on metal press,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,bearing overheat on metal press,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,bearing temperature spike on Machine 1,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,bearing temperature spike on Machine 1,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,bearing temperature spike on Machine 1,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,catastrophic bearing failure on Machine 1,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,catastrophic bearing failure on Machine 1,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,catastrophic bearing failure on Machine 1,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,catastrophic failure on paint and coat,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,catastrophic failure on paint and coat,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,catastrophic failure on paint and coat,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,complete motor breakdown on Machine 2,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,complete motor breakdown on Machine 2,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,complete motor breakdown on Machine 2,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,coolant flow disruption on Machine 5,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,coolant flow disruption on Machine 5,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,coolant flow disruption on Machine 5,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,early sign of coolant flow drop on Machine 5,0,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,early sign of coolant flow drop on Machine 5,1,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,early sign of coolant flow drop on Machine 5,2,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,explosion in Machine 4,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,explosion in Machine 4,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,explosion in Machine 4,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,intermittent vibration on Machine 4,0,LOW,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,intermittent vibration on Machine 4,1,LOW,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,intermittent vibration on Machine 4,2,LOW,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,minor bearing wobble on Machine 1,0,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,minor bearing wobble on Machine 1,1,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,minor bearing wobble on Machine 1,2,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,motor temp anomaly on Machine 2,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,motor temp anomaly on Machine 2,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,motor temp anomaly on Machine 2,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,oil pressure rupture on Machine 3,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,oil pressure rupture on Machine 3,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,oil pressure rupture on Machine 3,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,oil pressure surge on Machine 3,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,oil pressure surge on Machine 3,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,oil pressure surge on Machine 3,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,oil pressure surge on QC line,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,oil pressure surge on QC line,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,oil pressure surge on QC line,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,shaft lock on Machine 5,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,shaft lock on Machine 5,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,shaft lock on Machine 5,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,slight motor temp drift on Machine 2,0,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,slight motor temp drift on Machine 2,1,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,slight motor temp drift on Machine 2,2,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,subtle pressure creep on Machine 3,0,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,subtle pressure creep on Machine 3,1,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,subtle pressure creep on Machine 3,2,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,simulator,vibration above normal on Machine 4,0,MEDIUM,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,vibration above normal on Machine 4,1,MEDIUM,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,simulator,vibration above normal on Machine 4,2,MEDIUM,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,bearing overheat on metal press,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,bearing overheat on metal press,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,bearing overheat on metal press,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,bearing temperature spike on Machine 1,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,bearing temperature spike on Machine 1,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,bearing temperature spike on Machine 1,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,catastrophic bearing failure on Machine 1,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,catastrophic bearing failure on Machine 1,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,catastrophic bearing failure on Machine 1,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,catastrophic failure on paint and coat,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,catastrophic failure on paint and coat,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,catastrophic failure on paint and coat,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,complete motor breakdown on Machine 2,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,complete motor breakdown on Machine 2,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,complete motor breakdown on Machine 2,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,coolant flow disruption on Machine 5,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,coolant flow disruption on Machine 5,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,coolant flow disruption on Machine 5,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,early sign of coolant flow drop on Machine 5,0,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,early sign of coolant flow drop on Machine 5,1,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,early sign of coolant flow drop on Machine 5,2,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,explosion in Machine 4,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,explosion in Machine 4,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,explosion in Machine 4,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,intermittent vibration on Machine 4,0,LOW,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,intermittent vibration on Machine 4,1,LOW,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,intermittent vibration on Machine 4,2,LOW,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,minor bearing wobble on Machine 1,0,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,minor bearing wobble on Machine 1,1,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,minor bearing wobble on Machine 1,2,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,motor temp anomaly on Machine 2,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,motor temp anomaly on Machine 2,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,motor temp anomaly on Machine 2,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,oil pressure rupture on Machine 3,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,oil pressure rupture on Machine 3,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,oil pressure rupture on Machine 3,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,oil pressure surge on Machine 3,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,oil pressure surge on Machine 3,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,oil pressure surge on Machine 3,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,oil pressure surge on QC line,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,oil pressure surge on QC line,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,oil pressure surge on QC line,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,shaft lock on Machine 5,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,shaft lock on Machine 5,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,shaft lock on Machine 5,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,slight motor temp drift on Machine 2,0,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,slight motor temp drift on Machine 2,1,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,slight motor temp drift on Machine 2,2,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,subtle pressure creep on Machine 3,0,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,subtle pressure creep on Machine 3,1,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,subtle pressure creep on Machine 3,2,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_llama4,turbofan,vibration above normal on Machine 4,0,MEDIUM,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,vibration above normal on Machine 4,1,MEDIUM,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_llama4,turbofan,vibration above normal on Machine 4,2,MEDIUM,ONLINE,DEGRADED,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,bearing overheat on metal press,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,bearing overheat on metal press,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,bearing overheat on metal press,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,bearing temperature spike on Machine 1,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,bearing temperature spike on Machine 1,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,bearing temperature spike on Machine 1,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,catastrophic bearing failure on Machine 1,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,catastrophic bearing failure on Machine 1,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,catastrophic bearing failure on Machine 1,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,catastrophic failure on paint and coat,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,catastrophic failure on paint and coat,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,catastrophic failure on paint and coat,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,complete motor breakdown on Machine 2,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,complete motor breakdown on Machine 2,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,complete motor breakdown on Machine 2,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,coolant flow disruption on Machine 5,0,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,coolant flow disruption on Machine 5,1,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,coolant flow disruption on Machine 5,2,MEDIUM,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,early sign of coolant flow drop on Machine 5,0,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_qwen3_8,simulator,early sign of coolant flow drop on Machine 5,1,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_qwen3_8,simulator,early sign of coolant flow drop on Machine 5,2,LOW,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,1.0
pronostia,groq_qwen3_8,simulator,explosion in Machine 4,0,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,explosion in Machine 4,1,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
pronostia,groq_qwen3_8,simulator,explosion in Machine 4,2,HIGH,ONLINE,ONLINE,ONLINE,ONLINE,ONLINE,,False,False,False,0.0
